"","stat","pval","tf","pval.adjusted","rank"
"MA1126.1",-1.06940967423998,0.284889640105595,"FOS::JUN(var.2)",0.330011912296232,303
"MA0606.1",-1.04148111964898,0.29765697942925,"NFAT5",0.343733911229444,304
"MA0901.2",-1.02238579003778,0.306603085912758,"HOXB13",0.352428200448255,305
"MA0482.2",-1.01935093396691,0.308041315944343,"GATA4",0.353536648760738,306
"MA0827.1",-1.01515533862992,0.310037373589359,"OLIG3",0.355280922730664,307
"MA1555.1",-1.01055621430938,0.312233753821823,"RXRB(var.2)",0.357249049618221,308
"MA1575.1",-0.980912867585008,0.326640717777828,"THRB(var.2)",0.372021336583603,309
"MA0619.1",-0.943327766792917,0.345518492767531,"LIN54",0.392921944519174,310
"MA0885.1",-0.936229428933657,0.349161060783581,"Dlx2",0.3964598955016,311
"MA1466.1",-0.871797299733966,0.383324502845072,"ATF6",0.432617366297162,312
"MA1561.1",-0.853660095973109,0.393299414568667,"SOX12",0.44320447623599,313
"MA0007.3",-0.790885824156745,0.429016546114214,"Ar",0.479829600301654,314
"MA1653.1",-0.781366616877495,0.43459270647586,"ZNF148",0.484613092721961,315
"MA0600.2",-0.765501834097408,0.443978832739571,"RFX2",0.49360388855994,316
"MA1587.1",-0.756789935826896,0.449181687187129,"ZNF135",0.497904217892419,317
"MA1491.1",-0.747886268518492,0.454534780566362,"GLI3",0.503090424781167,318
"MA0687.1",-0.736269075524889,0.46157305644383,"SPIC",0.509369082998665,319
"MA1641.1",-0.709802318221463,0.477833023773501,"MYF5",0.52575727984518,320
"MA1505.1",-0.697028406465331,0.485792394527038,"HOXC8",0.53216024422492,321
"MA1683.1",-0.655901100764222,0.511894288316004,"FOXA3",0.559111477428607,322
"MA0775.1",-0.568425542754741,0.569752966850093,"MEIS3",0.617784466962456,323
"MA0635.1",-0.552137987297711,0.580861705952173,"BARHL2",0.628004105275827,324
"MA0895.1",-0.493829066599444,0.62143480947716,"HMBOX1",0.66992827726873,325
"MA0048.2",-0.488095739906325,0.625489115881808,"NHLH1",0.672355735515604,326
"MA1569.1",-0.471122982140157,0.637560023814059,"TFAP2E",0.680289146045877,327
"MA1654.1",-0.43252143800876,0.665369725814742,"ZNF16",0.706068016298432,328
"MA0480.1",-0.424566529827725,0.671160033823997,"Foxo1",0.711200831296452,329
"MA0774.1",-0.418981140421511,0.675237339707374,"MEIS2",0.714506461591065,330
"MA0749.1",-0.41270308834229,0.67983271074441,"ZBED1",0.718350144780921,331
"MA0726.1",-0.390375554804692,0.69626751459926,"VSX2",0.734675482165556,332
"MA0624.1",-0.385572572021155,0.699820730986046,"NFATC1",0.737381730671738,333
"MA0481.3",-0.32092544530385,0.74827455882919,"FOXP1",0.780717232009197,334
"MA1508.1",-0.317323067152837,0.751006027534922,"IKZF1",0.782472760532195,335
"MA0843.1",-0.3136644124067,0.753783740960373,"TEF",0.784271507331155,336
"MA0467.1",-0.290585691390826,0.771376107034472,"Crx",0.798122851383795,337
"MA1473.1",-0.280857386262382,0.778827736563477,"CDX4",0.804097023489828,338
"MA0863.1",-0.280233889552172,0.779305828395637,"MTF1",0.804097023489828,339
"MA0869.1",-0.273154786239653,0.784742127495834,"Sox11",0.808587882751232,340
"MA0106.3",-0.208677933519405,0.834707918764986,"TP53",0.856522843739586,341
"MA0084.1",-0.168698364728712,0.866042013386769,"SRY",0.886346505058814,342
"MA0018.4",-0.16250512149081,0.870915974806367,"CREB1",0.8875728377125,343
"MA0002.2",-0.122288041490081,0.902678871891825,"RUNX1",0.910325388205822,344
"MA1123.2",-0.106883741149955,0.914889285402362,"TWIST1",0.921062627409126,345
"MA1619.1",-0.102348435877154,0.918488171554432,"Ptf1a(var.2)",0.923439590269011,346
"MA1545.1",-0.0376786693998456,0.969953303748597,"OVOL2",0.971255254491884,347
"MA0778.1",0.0306245304307177,0.975577098345152,"NFKB2",0.975577098345152,348
"MA0625.1",0.0592632544477772,0.952750464152572,"NFATC3",0.955311621314272,349
"MA0511.2",0.0857690374194725,0.931658425461351,"RUNX2",0.935420168767386,350
"MA1132.1",0.121878136390145,0.903003736289958,"JUN::JUNB",0.910325388205822,351
"MA0042.2",0.142329316073445,0.8868278977708,"FOXI1",0.896441208315741,352
"MA0033.2",0.142329316073445,0.8868278977708,"FOXL1",0.896441208315741,353
"MA0848.1",0.142329316073445,0.8868278977708,"FOXO4",0.896441208315741,354
"MA0849.1",0.142329316073445,0.8868278977708,"FOXO6",0.896441208315741,355
"MA0850.1",0.142329316073445,0.8868278977708,"FOXP3",0.896441208315741,356
"MA1467.1",0.159789643273453,0.873054712950733,"ATOH1(var.2)",0.888538630097199,357
"MA0722.1",0.165544516591255,0.868524524394092,"VAX1",0.886346505058814,358
"MA0723.1",0.165544516591255,0.868524524394092,"VAX2",0.886346505058814,359
"MA1481.1",0.165544516591255,0.868524524394092,"DRGX",0.886346505058814,360
"MA0826.1",0.229084728000818,0.8188122442781,"OLIG1",0.841369055415238,361
"MA0907.1",0.26492698345203,0.791074198236034,"HOXC13",0.81398807156425,362
"MA1152.1",0.296175245392804,0.767103927737348,"SOX15",0.794804902905642,363
"MA1103.2",0.303715837552771,0.761352116451759,"FOXK2",0.789942529726025,364
"MA0145.3",0.30589394662531,0.759693722908196,"TFCP2",0.789319661963112,365
"MA1606.1",0.325136878936301,0.745085130369849,"Foxf1",0.778478301478862,366
"MA1652.1",0.336841432281838,0.73624392362742,"ZKSCAN5",0.770319729349307,367
"MA0725.1",0.346078805789206,0.729292009236154,"VSX1",0.76411775125024,368
"MA1500.1",0.360189046718937,0.718714371416312,"HOXB6",0.754094122470561,369
"MA0593.1",0.371634082638964,0.710172802986969,"FOXP2",0.746181564828562,370
"MA0125.1",0.374263817394192,0.708216024088817,"Nobox",0.745175111382591,371
"MA1588.1",0.444158894125998,0.656935068669288,"ZNF136",0.698110486078759,372
"MA1540.1",0.468753615720358,0.639252937504236,"NR5A1",0.680289146045877,373
"MA0650.2",0.469733006559512,0.638553114201024,"HOXA13",0.680289146045877,374
"MA1495.1",0.470908745502887,0.637714488077078,"HOXA1",0.680289146045877,375
"MA0158.2",0.470908745502887,0.637714488077078,"HOXA5",0.680289146045877,376
"MA0904.2",0.470908745502887,0.637714488077078,"HOXB5",0.680289146045877,377
"MA0062.3",0.485390230817061,0.627406619719876,"GABPA",0.673446529943924,378
"MA0817.1",0.490464303954611,0.623813666732252,"BHLHE23",0.671522359858961,379
"MA1125.1",0.510347915185735,0.609814704700772,"ZNF384",0.658352778157419,380
"MA0865.1",0.553961246163753,0.579612267527534,"E2F8",0.627562774420233,381
"MA1656.1",0.594699948630627,0.552050737334527,"ZNF449",0.599461208226429,382
"MA1608.1",0.629280876109837,0.529172333245652,"Isl1",0.575455627698624,383
"MA0816.1",0.634956817367376,0.525463110115574,"Ascl2",0.572256175395939,384
"MA0870.1",0.647950707481365,0.517023943350327,"Sox1",0.563888686753427,385
"MA0152.1",0.671396915438348,0.501974075619246,"NFATC2",0.549080147231609,386
"MA0888.1",0.700372109084281,0.483702226556114,"EVX2",0.530649795604208,387
"MA0758.1",0.704767018709121,0.480961594445372,"E2F7",0.528420249567375,388
"MA1496.1",0.724925746396502,0.468504313234826,"HOXA4",0.51625438356452,389
"MA0688.1",0.743638158094765,0.457101678989641,"TBX2",0.505182003742626,390
"MA0764.2",0.758475642094033,0.448172243773481,"ETV4",0.497524544427108,391
"MA0867.2",0.77978319848237,0.43552441135391,"SOX4",0.48492718040301,392
"MA0486.2",0.783268832674308,0.433475179234687,"HSF1",0.484090544474665,393
"MA1618.1",0.800115311206795,0.423649926149611,"Ptf1a",0.474538806167582,394
"MA1603.1",0.801924397509498,0.422602673075079,"Dmrt1",0.474077585133848,395
"MA0780.1",0.805024755633145,0.420812115576367,"PAX3",0.472779876837304,396
"MA0623.2",0.823705365859442,0.410113642454353,"NEUROG1",0.461455169337779,397
"MA0779.1",0.872217459296911,0.383095305698878,"PAX1",0.432617366297162,398
"MA0844.1",0.900186491711173,0.368026517191736,"XBP1",0.416612719006124,399
"MA0521.1",0.923625262810898,0.355686652220343,"Tcf12",0.403255687775647,400
"MA0890.1",0.987852329751625,0.323230255355184,"GBX2",0.368699954885271,401
"MA1553.1",1.00536753156359,0.314724921359809,"RARG(var.3)",0.359547919348265,402
"MA0057.1",1.02952364409278,0.30323836720933,"MZF1(var.2)",0.349098490645309,403
"MA0796.1",1.0364678455808,0.299988710094633,"TGIF1",0.345891155688711,404
"MA1627.1",1.06542583239548,0.286687750497679,"Wt1",0.331579940885688,405
"MA1565.1",1.08421999303728,0.278271731503459,"TBX18",0.32284714106,406
"MA1525.1",1.10711994993129,0.26824644818586,"NFATC4",0.312186974019738,407
"MA0737.1",1.10737114934813,0.268137852170779,"GLIS3",0.312186974019738,408
"MA0913.2",1.14269183609502,0.253170885548426,"HOXD9",0.296958302860261,409
"MA0804.1",1.16951308463561,0.242201608585288,"TBX19",0.285438230655015,410
"MA0646.1",1.18977834770584,0.23413755193838,"GCM1",0.276809213543632,411
"MA0712.2",1.21400162213524,0.224751036682081,"OTX2",0.266981327014065,412
"MA1100.2",1.22541312685646,0.220423373157325,"ASCL1",0.262677054912723,413
"MA0783.1",1.24231099627444,0.214125581323734,"PKNOX2",0.255580293868009,414
"MA0100.3",1.28692813278925,0.198122921699494,"MYB",0.238002736856397,415
"MA1155.1",1.30339985401689,0.192441697205091,"ZSCAN4",0.231924888715667,416
"MA1601.1",1.31042769089861,0.190054574309494,"ZNF75D",0.229790457755077,417
"MA0682.2",1.32259538977154,0.185973441169134,"PITX1",0.225221082974308,418
"MA0806.1",1.34382974083354,0.179006800824185,"TBX4",0.217136704739581,419
"MA0807.1",1.34382974083354,0.179006800824185,"TBX5",0.217136704739581,420
"MA0108.2",1.40440312758397,0.160201860406245,"TBP",0.195278738338331,421
"MA0715.1",1.40847135211381,0.158994670682961,"PROP1",0.194124426071177,422
"MA0841.1",1.43344773858727,0.151732911809549,"NFE2",0.185561888868728,423
"MA1567.1",1.45908862439783,0.144543579376391,"TBX6",0.17793648550295,424
"MA0461.2",1.4599477730425,0.144307638690429,"Atoh1",0.17793648550295,425
"MA0738.1",1.53599277515596,0.124542619140452,"HIC2",0.155626120399962,426
"MA0836.2",1.58061006331433,0.11396962154259,"CEBPD",0.143617124443872,427
"MA0146.2",1.58848291444137,0.112179420660634,"Zfx",0.141840420021751,428
"MA0469.3",1.60485838484848,0.108527584860318,"E2F3",0.137689759023465,429
"MA1119.1",1.71431059847917,0.086473563693817,"SIX2",0.110840684734686,430
"MA0602.1",1.72898691043924,0.0838133591766082,"Arid5a",0.107987505951209,431
"MA1472.1",1.73363288015356,0.0829850353182052,"BHLHA15(var.2)",0.107105253196161,432
"MA1571.1",1.76884788074042,0.0769209895332903,"TGIF2LX",0.0994507074381882,433
"MA0148.4",1.79394641353575,0.0728233440009153,"FOXA1",0.0943163448345187,434
"MA1533.1",1.81353110444046,0.0697515081915428,"NR1I2",0.0904950001928538,435
"MA1581.1",1.83125557203718,0.0670638943744282,"ZBTB6",0.0873118066375627,436
"MA1570.1",1.87482304035385,0.0608186594554397,"TFAP4(var.2)",0.0794583536843398,437
"MA1629.1",1.88496789397802,0.0594355164513517,"Zic2",0.0777875355661551,438
"MA0736.1",1.89103494079912,0.0586210148961177,"GLIS2",0.076856374538671,439
"MA1649.1",1.89414211707686,0.0582074781568677,"ZBTB12",0.0764485540581397,440
"MA1542.1",1.92381507488018,0.0543790652095071,"OSR1",0.0715463538735314,441
"MA0138.2",1.92915691224297,0.0537126211204818,"REST",0.0707943734202816,442
"MA0102.4",1.93469342094367,0.0530292112158588,"CEBPA",0.0700173302071339,443
"MA0111.1",1.98362563807887,0.0472987218043659,"Spz1",0.0631213711378479,444
"MA0066.1",2.04938715923746,0.0404252637954794,"PPARG",0.0540452451459277,445
"MA0781.1",2.06184127279555,0.0392238175904242,"PAX9",0.0525331560546794,446
"MA0684.2",2.11161233518422,0.0347205885049908,"RUNX3",0.0468382622508556,447
"MA0003.4",2.1118177574291,0.0347029376338816,"TFAP2A",0.0468382622508556,448
"MA0648.1",2.1677683858585,0.030177140173135,"GSC",0.0410057314556625,449
"MA0771.1",2.18969091135335,0.0285473912547597,"HSF4",0.0388619596278298,450
"MA1114.1",2.2135284907673,0.0268619196434715,"PBX3",0.0367687927596875,451
"MA0142.1",2.27499355682925,0.0229069250461208,"Pou5f1::Sox2",0.0315869983075899,452
"MA1099.2",2.28947571952689,0.0220523045515777,"HES1",0.0304648503619944,453
"MA1154.1",2.32990551944892,0.0198116777573733,"ZNF282",0.0275223679832411,454
"MA0524.2",2.33706786735932,0.0194361750262611,"TFAP2C",0.0271524093063497,455
"MA1639.1",2.35398554155494,0.0185738565333554,"MEIS1(var.2)",0.02604529506369,456
"MA1532.1",2.35427090684996,0.0185595877735988,"NR1D2",0.02604529506369,457
"MA0056.2",2.36793201866894,0.0178883088940375,"MZF1",0.0251786385565131,458
"MA1579.1",2.38504283912158,0.0170775971370301,"ZBTB26",0.0241743595146575,459
"MA0897.1",2.42563467377912,0.0152820797846866,"Hmx2",0.0217565487010996,460
"MA0092.1",2.43506015681798,0.0148897322391367,"Hand1::Tcf3",0.021238509082975,461
"MA0899.1",2.44669774118273,0.0144175753037651,"HOXA10",0.020643975386965,462
"MA0810.1",2.46373249352777,0.0137502505531847,"TFAP2A(var.2)",0.019802484387405,463
"MA1607.1",2.47922441107183,0.0131672155760048,"Foxl2",0.0191476468220265,464
"MA1631.1",2.48033930201228,0.0131261078294003,"ASCL1(var.2)",0.0191251492983059,465
"MA0860.1",2.50952128329743,0.0120898374780524,"Rarg(var.2)",0.0176497431675677,466
"MA0730.1",2.52045001784787,0.0117208229364316,"RARA(var.2)",0.0171445762952509,467
"MA0492.1",2.53635972206237,0.0112014822272895,"JUND(var.2)",0.0165144382244228,468
"MA1572.1",2.55427615364552,0.0106411992083902,"TGIF2LY",0.0157194744741765,469
"MA0811.1",2.58220296633275,0.00981746728566022,"TFAP2B",0.014618424341522,470
"MA1522.1",2.58510844878442,0.00973511696507936,"MAZ",0.0145247945118984,471
"MA1616.1",2.6006257737499,0.00930566163145916,"Prdm15",0.0139118708959289,472
"MA0655.1",2.63269435621375,0.00847132328105786,"JDP2",0.0127668831670084,473
"MA0681.2",2.63343546739316,0.00845284027484696,"PHOX2B",0.012764815475781,474
"MA0520.1",2.63959824382251,0.00830068255941592,"Stat6",0.0125604648870675,475
"MA1632.1",2.64818677472107,0.00809271987578746,"ATF2",0.0122706687547509,476
"MA0898.1",2.67383056754112,0.00749926285435204,"Hmx3",0.0114172450802992,477
"MA1113.2",2.78117246484851,0.00541646674562633,"PBX2",0.00834852105834142,478
"MA0872.1",2.79404046441832,0.00520555733867213,"TFAP2A(var.3)",0.00805673397230168,479
"MA1642.1",2.82270828356523,0.00476213735882491,"NEUROG2(var.2)",0.00740115514517372,480
"MA0634.1",2.85261356800662,0.00433627722314973,"ALX3",0.00676749541520858,481
"MA1548.1",2.92341460726872,0.00346226308867969,"PLAGL2",0.00541477623512588,482
"MA0894.1",2.94494139845878,0.00323027279256755,"HESX1",0.00507322842790608,483
"MA1578.1",2.96160726977268,0.00306047785603363,"VEZF1",0.00481670143586728,484
"MA0151.1",3.01943893333204,0.00253251641304276,"Arid3a",0.00401116187713355,485
"MA1646.1",3.02546478655558,0.00248259513961685,"OSR2",0.00394045951947695,486
"MA0812.1",3.10102201162519,0.00192860451859253,"TFAP2B(var.2)",0.00310073054066817,487
"MA0477.2",3.11336853417945,0.00184971347732358,"FOSL1",0.00298676678373029,488
"MA1101.2",3.15896602576025,0.00158335675722875,"BACH2",0.0025677916106362,489
"MA0797.1",3.17320047698709,0.0015077367838133,"TGIF2",0.00248293960424884,490
"MA0505.1",3.24223734203961,0.00118599375290411,"Nr5a2",0.00195741446828864,491
"MA0887.1",3.25443549598037,0.00113622589240968,"EVX1",0.00187943351604795,492
"MA1117.1",3.26885148098102,0.00107988866753975,"RELB",0.00179021543552145,493
"MA0714.1",3.30363485419913,0.000954435921973453,"PITX3",0.00158576658751046,494
"MA1615.1",3.30956576664499,0.000934441280072718,"Plagl1",0.00155601159583537,495
"MA0795.1",3.31564039483298,0.000914370497078331,"SMAD3",0.00152599640004572,496
"MA1647.1",3.35070211584723,0.000806098838078144,"PRDM4",0.00135439129100517,497
"MA1130.1",3.35618297144693,0.000790292034313961,"FOSL2::JUN",0.00133384130678329,498
"MA1150.1",3.36747561268404,0.000758625909070633,"RORB",0.00128329915684057,499
"MA0615.1",3.38054641735925,0.0007234478887459,"Gmeb1",0.00122657301137373,500
"MA0630.1",3.40990605208982,0.000649879319974525,"SHOX",0.00110687208379223,501
"MA0654.1",3.40990605208982,0.000649879319974525,"ISX",0.00110687208379223,502
"MA0716.1",3.40990605208982,0.000649879319974525,"PRRX1",0.00110687208379223,503
"MA0717.1",3.40990605208982,0.000649879319974525,"RAX2",0.00110687208379223,504
"MA0720.1",3.40990605208982,0.000649879319974525,"Shox2",0.00110687208379223,505
"MA0814.2",3.43843062842932,0.000585117880830886,"TFAP2C(var.2)",0.0010151114862787,506
"MA0693.2",3.44714555118229,0.000566564695089394,"VDR",0.000985215064188083,507
"MA1560.1",3.45504571648946,0.000550220110526244,"SOHLH2",0.00095902851040322,508
"MA1144.1",3.48469163232403,0.000492723765483374,"FOSL2::JUND",0.000860824189814044,509
"MA0883.1",3.54354091143222,0.000394808368990575,"Dmbx1",0.000693722502657838,510
"MA0072.1",3.60355834430148,0.000313902729740562,"RORA(var.2)",0.000553596776327328,511
"MA0528.2",3.61624113940571,0.000298923395259098,"ZNF263",0.00052842856128741,512
"MA1558.1",3.62618068457147,0.000287655300774021,"SNAI1",0.000510930605660523,513
"MA0067.1",3.6350608638587,0.000277926093162307,"Pax2",0.000494827841286589,514
"MA0861.1",3.66213910154666,0.000250128204456063,"TP73",0.000446401053885701,515
"MA0802.1",3.67323465191302,0.00023950913232843,"TBR1",0.000428474371024002,516
"MA0513.1",3.67893983662717,0.000234214692409269,"SMAD2::SMAD3::SMAD4",0.000420010001291621,517
"MA1149.1",3.68816788055162,0.000225883518344185,"RARA::RXRG",0.000407026822910053,518
"MA0488.1",3.71319225890061,0.00020466941560663,"JUN",0.000370590737967344,519
"MA0071.1",3.74724527716775,0.000178794502520946,"RORA",0.000325318777757624,520
"MA0103.3",3.80795643021574,0.000140125591203168,"ZEB1",0.000258107879105095,521
"MA0689.1",3.81118578707559,0.000138307612751753,"TBX20",0.000255389799784177,522
"MA0601.1",3.82954728241807,0.000128384572438501,"Arid3b",0.000239437227597805,523
"MA0782.2",3.83929253914344,0.000123394385323588,"PKNOX1",0.00023128696344572,524
"MA0889.1",3.86361157810153,0.000111727888606462,"GBX1",0.000209947115618188,525
"MA0159.1",3.87840287872843,0.000105148833670515,"RARA::RXRA",0.000198083408884353,526
"MA1128.1",3.89745018644871,9.72149068356837e-05,"FOSL1::JUN",0.000184535166665191,527
"MA1556.1",4.00216474583851,6.27682408565272e-05,"RXRG(var.2)",0.000121308569116501,528
"MA1602.1",4.03058106633371,5.56416361816294e-05,"ZSCAN29",0.000108095470290353,529
"MA0490.2",4.03117023446833,5.55023079610336e-05,"JUNB",0.000108095470290353,530
"MA1640.1",4.0355568221596,5.44753184188249e-05,"MEIS2(var.2)",0.000106383737016868,531
"MA0483.1",4.04153137112852,5.31055553231962e-05,"Gfi1b",0.000103980956092138,532
"MA0099.3",4.058466642017,4.93981652935197e-05,"FOS::JUN",9.72322725830229e-05,533
"MA0025.2",4.07639769939602,4.57407588355183e-05,"NFIL3",9.027144468597e-05,534
"MA1594.1",4.08153038318002,4.47420969251376e-05,"ZNF382",8.85347594327656e-05,535
"MA0745.2",4.08264141149817,4.45286296514153e-05,"SNAI2",8.83466960637122e-05,536
"MA0803.1",4.1368604188312,3.52105885301443e-05,"TBX15",7.02328851430152e-05,537
"MA1620.1",4.15514479732295,3.25095918576099e-05,"Ptf1a(var.3)",6.50191837152199e-05,538
"MA0043.3",4.17484928176217,2.98196734771604e-05,"HLF",5.97996677794669e-05,539
"MA1597.1",4.207717938575,2.57973999889749e-05,"ZNF528",5.18729390613889e-05,540
"MA0828.1",4.21241518158758,2.52665741966327e-05,"SREBF2(var.2)",5.09428766234811e-05,541
"MA0800.1",4.24584605968285,2.17780178036653e-05,"EOMES",4.42681233829273e-05,542
"MA0713.1",4.25122300779323,2.12616333330248e-05,"PHOX2A",4.34552834696891e-05,543
"MA1109.1",4.25238751780616,2.11512964349482e-05,"NEUROD1",4.33485361001961e-05,544
"MA1153.1",4.30576234729806,1.66419287827155e-05,"Smad4",3.42007682421645e-05,545
"MA0805.1",4.33059320697819,1.487151856528e-05,"TBX1",3.07317253454263e-05,546
"MA0879.1",4.35610818986774,1.3240177645837e-05,"Dlx1",2.74365903438733e-05,547
"MA0523.1",4.37438892248308,1.21778731451529e-05,"TCF7L2",2.53762384533075e-05,548
"MA0515.1",4.41577304289612,1.00654324660012e-05,"Sox6",2.11515848440475e-05,549
"MA1559.1",4.41796565156177,9.96388849381342e-06,"SNAI3",2.09973469389401e-05,550
"MA0815.1",4.49357719545031,7.0039904753626e-06,"TFAP2C(var.3)",1.48859740587479e-05,551
"MA0820.1",4.54066192676615,5.60805983824243e-06,"FIGLA",1.19874287659853e-05,552
"MA0813.1",4.5408075291596,5.60418249545416e-06,"TFAP2B(var.3)",1.19874287659853e-05,553
"MA1134.1",4.57595978111978,4.74065180596527e-06,"FOS::JUNB",1.02211741250003e-05,554
"MA0896.1",4.58173741881935,4.6115196036587e-06,"Hmx1",1.00005628614226e-05,555
"MA0819.1",4.59786905931994,4.26855747555417e-06,"CLOCK",9.28380138998079e-06,556
"MA1141.1",4.6802969387996,2.86473937292388e-06,"FOS::JUND",6.24881746257665e-06,557
"MA1539.1",4.72885055881253,2.25805965559278e-06,"NR2F6(var.3)",4.9837648019888e-06,558
"MA1557.1",4.76291117631312,1.90830623495642e-06,"SMAD5",4.22432181387979e-06,559
"MA1105.2",4.77218044235947,1.8225133460928e-06,"GRHL2",4.04641356007509e-06,560
"MA0643.1",4.79886760338355,1.59573300765767e-06,"Esrrg",3.56412222668449e-06,561
"MA0866.1",4.83211423227462,1.35097853286783e-06,"SOX21",3.02651647303123e-06,562
"MA0155.1",4.87577910704151,1.08385300137807e-06,"INSM1",2.45016466372133e-06,563
"MA0494.1",4.8947571901726,9.8432217592184e-07,"Nr1h3::Rxra",2.23192809494739e-06,564
"MA0491.2",4.90464210304161,9.3602889956092e-07,"JUND",2.12889499717209e-06,565
"MA0090.3",4.98549123062274,6.18078009284941e-07,"TEAD1",1.43194470474089e-06,566
"MA0830.2",5.10508500963124,3.30663286338002e-07,"TCF4",7.85588572000475e-07,567
"MA0087.1",5.1098044082579,3.22510582647512e-07,"Sox5",7.68667395064039e-07,568
"MA0608.1",5.11852077417662,3.07957585615049e-07,"Creb3l2",7.36334483553932e-07,569
"MA0884.1",5.14582539931354,2.66362211820045e-07,"DUXA",6.3892672031432e-07,570
"MA1118.1",5.22027319513607,1.7866921237626e-07,"SIX1",4.31350266772459e-07,571
"MA1137.1",5.22683973259503,1.72441476216568e-07,"FOSL1::JUNB",4.17666692394674e-07,572
"MA0629.1",5.24369421336393,1.57402132106913e-07,"Rhox11",3.82482053914517e-07,573
"MA1645.1",5.25656198892607,1.46781435079005e-07,"NKX2-2",3.57839707741627e-07,574
"MA1142.1",5.29274883676017,1.20498182647952e-07,"FOSL1::JUND",2.95696198208461e-07,575
"MA0514.1",5.31587628295331,1.0615107175008e-07,"Sox3",2.62214236839603e-07,576
"MA1593.1",5.36292233566984,8.18907838991941e-08,"ZNF317",2.04316136417387e-07,577
"MA0744.2",5.43193195153652,5.57503635533866e-08,"SCRT2",1.41461806839546e-07,578
"MA1531.1",5.43847221709825,5.3742425633748e-08,"NR1D1",1.37300854530055e-07,579
"MA1566.1",5.51585437440325,3.47109670259632e-08,"TBX3",9.02243254403086e-08,580
"MA0706.1",5.5464837550045,2.91489464652447e-08,"MEOX2",7.62986458353421e-08,581
"MA0777.1",5.58318906073056,2.3616370951491e-08,"MYBL2",6.20345518655363e-08,582
"MA1604.1",5.58710158763406,2.30903954724351e-08,"Ebf2",6.08672615633803e-08,583
"MA0743.2",5.75378883522249,8.72704446847252e-09,"SCRT1",2.34186157319442e-08,584
"MA0592.3",5.76146542283024,8.33917204581668e-09,"ESRRA",2.25399360368813e-08,585
"MA0141.3",5.76394464142569,8.21753140105215e-09,"ESRRB",2.22919215461269e-08,586
"MA0644.1",5.77996289945809,7.4721699959864e-09,"ESX1",2.04184572051496e-08,587
"MA0702.2",5.78774738074512,7.13413329479491e-09,"LMX1A",1.95664096982243e-08,588
"MA1135.1",5.80912680471678,6.28033970905322e-09,"FOSB::JUNB",1.74168528734338e-08,589
"MA0073.1",5.81920503911462,5.91316713086521e-09,"RREB1",1.64597861180054e-08,590
"MA1630.1",5.83892574209197,5.25416092694524e-09,"Znf281",1.4735353577072e-08,591
"MA0620.3",5.89184840376519,3.81922474933824e-09,"MITF",1.08332382623815e-08,592
"MA1138.1",5.91269957084721,3.36567011944023e-09,"FOSL2::JUNB",9.69416953321394e-09,593
"MA1549.1",6.04041629370976,1.53727072147519e-09,"POU6F1(var.2)",4.4797029617988e-09,594
"MA0718.1",6.08017565579429,1.20058957082401e-09,"RAX",3.51231301895966e-09,595
"MA0149.1",6.10320224653036,1.03970604927868e-09,"EWSR1-FLI1",3.06569451684543e-09,596
"MA0691.1",6.21995898317239,4.97317526924052e-10,"TFAP4",1.48399550034137e-09,597
"MA1621.1",6.28261857397312,3.32938727207984e-10,"Rbpjl",1.0137644510088e-09,598
"MA1648.1",6.29452570733767,3.08361040181929e-10,"TCF12(var.2)",9.42775967113603e-10,599
"MA1538.1",6.38230922173432,1.74448985472881e-10,"NR2F1(var.3)",5.42245596511538e-10,600
"MA0442.2",6.43828355371727,1.2084011738768e-10,"SOX10",3.81977659200039e-10,601
"MA0768.1",6.5130201298006,7.36595898381813e-11,"LEF1",2.34829290680698e-10,602
"MA0801.1",6.56058790564365,5.3599695653479e-11,"MGA",1.72350745506445e-10,603
"MA0522.3",6.59452390021099,4.26651421697473e-11,"TCF3",1.38987755714548e-10,604
"MA1124.1",6.66177776442892,2.70553623417545e-11,"ZNF24",8.89132172112286e-11,605
"MA0683.1",6.67692957117945,2.44017027092915e-11,"POU4F2",8.09052009828065e-11,606
"MA0829.2",6.75380364842805,1.44028567761275e-11,"SREBF1(var.2)",4.79666569419247e-11,607
"MA0874.1",6.78178941070526,1.18705429531707e-11,"Arx",3.97104262020867e-11,608
"MA0833.2",6.78516676901536,1.15960889328587e-11,"ATF4",3.90524179560888e-11,609
"MA0892.1",6.79361797705734,1.09363831502209e-11,"GSX1",3.70842810457491e-11,610
"MA0499.2",6.85310920922282,7.22669499211996e-12,"MYOD1",2.46169610233858e-11,611
"MA0160.1",6.88670219935723,5.71046152984758e-12,"NR4A2",1.95413041342491e-11,612
"MA0626.1",6.95624992517817,3.49474792382793e-12,"Npas2",1.21259625636076e-11,613
"MA0858.1",6.98448755289217,2.85918087715921e-12,"Rarb(var.2)",1.00610798790603e-11,614
"MA0616.2",7.01652002574912,2.27478577393363e-12,"HES2",8.11957027442338e-12,615
"MA0891.1",7.03527438447643,1.98884790206538e-12,"GSC2",7.13307949490756e-12,616
"MA0068.2",7.0460295961028,1.84110464367072e-12,"PAX4",6.63509209747999e-12,617
"MA0705.1",7.0460295961028,1.84110464367072e-12,"Lhx8",6.63509209747999e-12,618
"MA1577.1",7.0460295961028,1.84110464367072e-12,"TLX2",6.63509209747999e-12,619
"MA0701.2",7.0460295961028,1.84110464367072e-12,"LHX9",6.63509209747999e-12,620
