"","stat","pval","tf","pval.adjusted","rank"
"MA1584.1",-2.87169366502149,0.00408291286922554,"ZIC5",0.00577960721146538,293
"MA0119.1",-2.86366681553668,0.00418781319498577,"NFIC::TLX1",0.00591687243079428,294
"MA1641.1",-2.83898943832339,0.00452580598454267,"MYF5",0.00638232753207719,295
"MA0037.3",-2.83544182936729,0.00457637720357438,"GATA3",0.00644146678088017,296
"MA0043.3",-2.83305643242727,0.00461066793984484,"HLF",0.00647007947993724,297
"MA0594.2",-2.80281344491964,0.00506605593118021,"HOXA9",0.007064070513384,298
"MA0875.1",-2.79170964158046,0.00524320034457411,"BARX1",0.00728385001313275,299
"MA1479.1",-2.77134026979017,0.00558277600062928,"DMRTC2",0.00772681056858894,300
"MA0906.1",-2.75916773373132,0.00579505555345534,"HOXC12",0.00800576193125497,301
"MA0864.2",-2.73247638355734,0.00628620940599316,"E2F2",0.00866822960604602,302
"MA0782.2",-2.70149931381826,0.00690296758849625,"PKNOX1",0.00950113251110369,303
"MA0502.2",-2.68181878407067,0.00732252768942476,"NFYB",0.0100600472491913,304
"MA0684.2",-2.66059788463505,0.0078004345548746,"RUNX3",0.0106969194447361,305
"MA0063.2",-2.56179601253637,0.0104135433959325,"NKX2-5",0.0142280281563473,306
"MA0468.1",-2.53572621554349,0.0112217607691098,"DUX4",0.015276338565248,307
"MA0629.1",-2.53504084138777,0.0112437406864184,"Rhox11",0.0152783798762625,308
"MA0163.1",-2.42744429777714,0.015206035076535,"PLAG1",0.0205130238102986,309
"MA0014.3",-2.35677572314163,0.0184348689492361,"PAX5",0.0246901476411672,310
"MA0024.3",-2.35599066785498,0.0184738800312003,"E2F1",0.0246980546653682,311
"MA0509.2",-2.34768148045598,0.0188911702210605,"RFX1",0.0252107566814152,312
"MA0666.1",-2.33979160816075,0.0192950170586678,"MSX1",0.0255667543974532,313
"MA0708.1",-2.33979160816075,0.0192950170586678,"MSX2",0.0255667543974532,314
"MA0709.1",-2.33979160816075,0.0192950170586678,"Msx3",0.0255667543974532,315
"MA0876.1",-2.33979160816075,0.0192950170586678,"BSX",0.0255667543974532,316
"MA0789.1",-2.31463410869717,0.0206335082605083,"POU3F4",0.0272918389403178,317
"MA0799.1",-2.30949237433788,0.0209168245468604,"RFX4",0.0275862271785061,318
"MA0482.2",-2.30925414726332,0.0209300329531293,"GATA4",0.0275862271785061,319
"MA0057.1",-2.29773090151241,0.0215776715115944,"MZF1(var.2)",0.0283415312071814,320
"MA0056.2",-2.26027631725452,0.0238047203513577,"MZF1",0.0311003877094796,321
"MA1099.2",-2.24958434806809,0.0244759720493976,"HES1",0.0319214600504382,322
"MA1603.1",-2.17594624678987,0.0295600224740855,"Dmrt1",0.0383509161142048,323
"MA0914.1",-2.16516499725688,0.0303758122010576,"ISL2",0.0393408956631753,324
"MA0027.2",-2.15543988615724,0.0311282106945982,"EN1",0.0401758567096371,325
"MA1604.1",-2.15135688702981,0.031448820470812,"Ebf2",0.0405195510729287,326
"MA0881.1",-2.13581408586256,0.0326953874321299,"Dlx4",0.041980652365523,327
"MA0485.2",-2.13492164012695,0.0327682280096265,"HOXC9",0.04200188676148,328
"MA0697.1",-2.11618914656775,0.0343295637722707,"ZIC3",0.0437775291865195,329
"MA0798.2",-2.09824905071763,0.0358840250723687,"RFX3",0.0456817110989541,330
"MA0111.1",-2.07898277467558,0.0376198442804138,"Spz1",0.0478098872797082,331
"MA0907.1",-2.05707365677066,0.0396800981883456,"HOXC13",0.0503424374974589,332
"MA1569.1",-2.01274066956814,0.0441429582737692,"TFAP2E",0.0556260926895807,333
"MA0774.1",-2.00300505043404,0.0451778100503429,"MEIS2",0.0568341421543943,334
"MA0122.3",-1.98466975817308,0.0471823306691353,"Nkx3-2",0.0591563339145798,335
"MA0679.2",-1.98178275663971,0.0475046694024834,"ONECUT1",0.0594605425742494,336
"MA0091.1",-1.94846214255683,0.0513608750938441,"TAL1::TCF3",0.0640722622408155,337
"MA0751.1",-1.91523909699497,0.0554632778070893,"ZIC4",0.0688446010716949,338
"MA1119.1",-1.88305717778265,0.0596939620053456,"SIX2",0.0738502415522186,339
"MA0031.1",-1.85043271823509,0.0642526373758377,"FOXD1",0.0788362952012745,340
"MA0613.1",-1.85043271823509,0.0642526373758377,"FOXG1",0.0788362952012745,341
"MA0157.2",-1.85043271823509,0.0642526373758377,"FOXO3",0.0788362952012745,342
"MA0510.2",-1.82283416552087,0.0683300152693385,"RFX5",0.0835642481818468,343
"MA0665.1",-1.79330665154895,0.0729254875550162,"MSC",0.0890383203208545,344
"MA1545.1",-1.76576456402024,0.0774370609885843,"OVOL2",0.0940847679112115,345
"MA0777.1",-1.7628517554435,0.0779271934322944,"MYBL2",0.0945263191877913,346
"MA1518.1",-1.74653247772493,0.0807201974745111,"LHX1",0.0975524460265403,347
"MA1544.1",-1.74599131728504,0.0808142247243993,"OVOL1",0.0975524460265403,348
"MA0521.1",-1.74260781330626,0.0814038687965968,"Tcf12",0.0981054703105997,349
"MA0866.1",-1.7288535846063,0.0838370800092074,"SOX21",0.10071249869061,350
"MA0036.3",-1.66685498845163,0.0955452172426957,"GATA2",0.113838817546764,351
"MA0778.1",-1.50170406901177,0.133176117245786,"NFKB2",0.154030051884273,352
"MA0755.1",-1.49629376680852,0.134579744879899,"CUX2",0.155412522725084,353
"MA1597.1",-1.48075617245937,0.13867419342991,"ZNF528",0.159781198162409,354
"MA0646.1",-1.47937028077161,0.139044030025574,"GCM1",0.159825649305205,355
"MA0882.1",-1.40713009935615,0.159391780453942,"DLX6",0.181536287356703,356
"MA0724.1",-1.39900853700622,0.161813425317641,"VENTX",0.183733356601157,357
"MA0483.1",-1.39169704999978,0.164017152367504,"Gfi1b",0.18595257700024,358
"MA1588.1",-1.37983338054708,0.167641006292591,"ZNF136",0.189772671766727,359
"MA0124.2",-1.3614478788636,0.17337532916182,"Nkx3-1",0.195966659931391,360
"MA1635.1",-1.35310136513726,0.176026408119891,"BHLHE22(var.2)",0.198662179209439,361
"MA1637.1",-1.32236631284592,0.186049488708355,"EBF3",0.209340752000653,362
"MA0479.1",-1.28168151339787,0.19995787601469,"FOXH1",0.223976840100538,363
"MA0525.2",-1.25949027079288,0.207856896919574,"TP63",0.232127612428148,364
"MA0775.1",-1.25551748844677,0.209294558605388,"MEIS3",0.233383767891808,365
"MA0498.2",-1.23768551298432,0.215836367484456,"MEIS1",0.240319298721499,366
"MA0642.1",-1.20814917937346,0.22699371691837,"EN2",0.251918495902716,367
"MA1114.1",-1.20743892730223,0.227266954078455,"PBX3",0.251918495902716,368
"MA0726.1",-1.19532577743201,0.23196368476478,"VSX2",0.256743188181789,369
"MA1561.1",-1.17205609689774,0.241178532679175,"SOX12",0.266152641092699,370
"MA0698.1",-1.16744795719789,0.243033511080703,"ZBTB18",0.267408553489977,371
"MA0140.2",-1.09675774676939,0.272751645685883,"GATA1::TAL1",0.299665283772708,372
"MA0070.1",-1.05299440663128,0.292348107767696,"PBX1",0.319782534303081,373
"MA0715.1",-1.03647484874537,0.299985301865351,"PROP1",0.327655981246782,374
"MA1154.1",-0.974813552262759,0.329657668209432,"ZNF282",0.356929782995989,375
"MA0019.1",-0.917867758086613,0.358693312790647,"Ddit3::Cebpa",0.387243431753723,376
"MA1105.2",-0.915752554756656,0.359801890385282,"GRHL2",0.387878916513613,377
"MA0816.1",-0.91375065535546,0.360853075767637,"Ascl2",0.38845078574698,378
"MA0753.2",-0.873475166025271,0.382409510315916,"ZNF740",0.410471215389458,379
"MA1600.1",-0.787029932745322,0.431270132278327,"ZNF684",0.46092767719145,380
"MA1627.1",-0.782557211187636,0.433892970685791,"Wt1",0.463067462276967,381
"MA1485.1",-0.723964108882033,0.469093850158226,"FERD3L",0.49778664611385,382
"MA1557.1",-0.610052617515378,0.541833563106459,"SMAD5",0.569339488286018,383
"MA1476.1",-0.575012273129508,0.565289779618047,"DLX5",0.593116983959301,384
"MA0713.1",-0.570189381895481,0.568555997524334,"PHOX2A",0.595706143473529,385
"MA0259.1",-0.515822209970919,0.60598553138899,"ARNT::HIF1A",0.632259029952708,386
"MA0067.1",-0.480834041555061,0.630641523496461,"Pax2",0.657065051017262,387
"MA0814.2",-0.477669402558761,0.632892546372088,"TFAP2C(var.2)",0.658490710730234,388
"MA0810.1",-0.404089119389985,0.686154440361949,"TFAP2A(var.2)",0.707004437168527,389
"MA0164.1",-0.391890818742274,0.695146206908744,"Nr2e3",0.714296240156919,390
"MA0712.2",-0.382504773510363,0.702094344959391,"OTX2",0.720443440632332,391
"MA0795.1",-0.364580137689242,0.715432274391364,"SMAD3",0.733121533923018,392
"MA1117.1",-0.314097930887772,0.753454192451958,"RELB",0.770807067164137,393
"MA0676.1",-0.313017343038887,0.754275012104317,"Nr2e1",0.770807067164137,394
"MA0812.1",-0.260932779933903,0.79415196369374,"TFAP2B(var.2)",0.80934066245291,395
"MA0669.1",-0.241791653453901,0.808949352477719,"NEUROG2",0.823296339629438,396
"MA1608.1",-0.211127507499369,0.832795531622941,"Isl1",0.846410717426041,397
"MA0648.1",-0.0806628346229428,0.93571800420426,"GSC",0.939496138810737,398
"MA0125.1",-0.0660556169306471,0.94734145921028,"Nobox",0.949888076036114,399
"MA0092.1",0.031204653160722,0.975114229226532,"Hand1::Tcf3",0.975114229226532,400
"MA1589.1",0.0555740013433812,0.95568906825063,"ZNF140",0.956971872369087,401
"MA1579.1",0.0870697933799279,0.930623887714394,"ZBTB26",0.935640728079432,402
"MA1106.1",0.087305528004635,0.930436560224251,"HIF1A",0.935640728079432,403
"MA1124.1",0.0929205227452612,0.925974571480865,"ZNF24",0.933482473411791,404
"MA0688.1",0.104502276707709,0.916778638402922,"TBX2",0.925462603854641,405
"MA0752.1",0.114837940248837,0.908581462444792,"ZNF410",0.918430583988909,406
"MA0528.2",0.121118733500343,0.903604803323643,"ZNF263",0.91463932602366,407
"MA0696.1",0.192395200348023,0.847440389177148,"ZIC1",0.858954524899664,408
"MA0725.1",0.197692849677253,0.843293176288428,"VSX1",0.855913890491385,409
"MA1572.1",0.296194808224585,0.767088895513052,"TGIF2LY",0.782829433724674,410
"MA0895.1",0.401982538722362,0.687704199394252,"HMBOX1",0.707623907238776,411
"MA0804.1",0.412862203360243,0.679714888229819,"TBX19",0.701337906804212,412
"MA1585.1",0.433950468570253,0.664331617981292,"ZKSCAN1",0.686414663454354,413
"MA1467.1",0.44064933743348,0.659474040545613,"ATOH1(var.2)",0.682340685502118,414
"MA1578.1",0.453940452166377,0.64987879734194,"VEZF1",0.67334664280151,415
"MA1615.1",0.462519697782171,0.643715751326982,"Plagl1",0.667888665493642,416
"MA0699.1",0.467776339937402,0.639951650570307,"LBX2",0.664907982347422,417
"MA0885.1",0.54634308424162,0.584836997346459,"Dlx2",0.611048179300362,418
"MA0735.1",0.547604635392372,0.583970223061925,"GLIS1",0.610998297902099,419
"MA0896.1",0.610005632485937,0.541864660433074,"Hmx1",0.569339488286018,420
"MA1498.1",0.626056056008101,0.531284721237603,"HOXA7",0.559800002885949,421
"MA0910.2",0.626056056008101,0.531284721237603,"HOXD8",0.559800002885949,422
"MA1602.1",0.633879480193944,0.526165964985299,"ZSCAN29",0.555977067817327,423
"MA0035.4",0.663418645634492,0.507068831289016,"GATA1",0.536557940626391,424
"MA1655.1",0.699461308421974,0.48426996251309,"ZNF341",0.5131610682312,425
"MA0711.1",0.738132324998081,0.460440178134946,"OTX1",0.489299676479586,426
"MA1491.1",0.741368372558128,0.458476107902692,"GLI3",0.487907527097587,427
"MA0109.1",0.765758727543881,0.443825797338186,"HLTF",0.472991492591838,428
"MA0754.1",0.79598116731116,0.426048834035894,"CUX1",0.45600061720341,429
"MA0897.1",0.807569930507769,0.419343918770617,"Hmx2",0.449469200291495,430
"MA0670.1",0.880039512526076,0.378843273076247,"NFIA",0.407229224373026,431
"MA0633.1",0.962304633223053,0.335901597004956,"Twist2",0.363163175892315,432
"MA0796.1",0.975851518183434,0.3291429653314,"TGIF1",0.356890482757593,433
"MA1524.1",0.996897153422633,0.318819261825862,"MSGN1",0.346199664224298,434
"MA1505.1",1.00249740636552,0.316108248239418,"HOXC8",0.343756199980475,435
"MA1528.1",1.01492984844141,0.310143982567893,"NFIX(var.2)",0.337762643789267,436
"MA0009.2",1.02313916791962,0.306246757913817,"TBXT",0.334005966964485,437
"MA1568.1",1.06500400471406,0.286878623946653,"TCF21(var.2)",0.314260577774161,438
"MA1656.1",1.06601719346662,0.286420335246969,"ZNF449",0.31421995602094,439
"MA1592.1",1.16990702507141,0.242042373502334,"ZNF274",0.266711389413207,440
"MA0898.1",1.1884354659632,0.234665799266357,"Hmx3",0.259349164818818,441
"MA1649.1",1.23323834977507,0.217490539415409,"ZBTB12",0.241800212226371,442
"MA0682.2",1.26734818441175,0.205034366210913,"PITX1",0.229318796391816,443
"MA1594.1",1.29555824049109,0.195131145765892,"ZNF382",0.218898999611061,444
"MA1502.1",1.29605048902624,0.194961560474316,"HOXB8",0.218898999611061,445
"MA1571.1",1.32364918303315,0.18562288087677,"TGIF2LX",0.209176237362644,446
"MA0800.1",1.40192662928286,0.160940122004438,"EOMES",0.183020321669681,447
"MA1630.1",1.40803486620862,0.159123666442709,"Znf281",0.181508035422417,448
"MA1500.1",1.40942294985497,0.158713084755197,"HOXB6",0.181316939092461,449
"MA0463.2",1.41996031239933,0.155622119729772,"BCL6",0.178058437604923,450
"MA1580.1",1.43633848139539,0.150908874000154,"ZBTB32",0.172930906304324,451
"MA0048.2",1.45219073904654,0.146451324945589,"NHLH1",0.168081059091399,452
"MA0736.1",1.48031749494959,0.138791174811315,"GLIS2",0.159781198162409,453
"MA1552.1",1.52763111562656,0.126606617641391,"RARB(var.3)",0.14665921857217,454
"MA1596.1",1.53903641493432,0.123797814258693,"ZNF460",0.143628568331236,455
"MA0811.1",1.55088226212412,0.120932272049986,"TFAP2B",0.140522546649983,456
"MA0797.1",1.58643552401225,0.11264279532318,"TGIF2",0.131094423262235,457
"MA0722.1",1.58819338483204,0.112244873013447,"VAX1",0.130835430106299,458
"MA0723.1",1.58819338483204,0.112244873013447,"VAX2",0.130835430106299,459
"MA1481.1",1.58819338483204,0.112244873013447,"DRGX",0.130835430106299,460
"MA0132.2",1.59592700784927,0.110507313850808,"PDX1",0.129416728622768,461
"MA1495.1",1.60543652472444,0.108399983298508,"HOXA1",0.127148408082841,462
"MA0158.2",1.60543652472444,0.108399983298508,"HOXA5",0.127148408082841,463
"MA0904.2",1.60543652472444,0.108399983298508,"HOXB5",0.127148408082841,464
"MA0612.2",1.64466840147762,0.10004028671868,"EMX1",0.117898979292473,465
"MA0893.2",1.64466840147762,0.10004028671868,"GSX2",0.117898979292473,466
"MA0900.2",1.64466840147762,0.10004028671868,"HOXA2",0.117898979292473,467
"MA0902.2",1.64466840147762,0.10004028671868,"HOXB2",0.117898979292473,468
"MA0912.2",1.64466840147762,0.10004028671868,"HOXD3",0.117898979292473,469
"MA0714.1",1.65379220386317,0.0981717580849561,"PITX3",0.116618043839773,470
"MA1547.1",1.66618001174037,0.0956795423616901,"PITX2",0.113838817546764,471
"MA0524.2",1.67248557535002,0.0944305581980919,"TFAP2C",0.112712314265242,472
"MA0155.1",1.69362306061134,0.0903388115014706,"INSM1",0.108001207339899,473
"MA0631.1",1.70043009609586,0.0890519310302481,"Six3",0.106633612437504,474
"MA0112.3",1.71989293241939,0.0854537083970268,"ESR1",0.102489495923122,475
"MA1616.1",1.73685682019476,0.082414192521266,"Prdm15",0.0991628832594588,476
"MA0689.1",1.75366890487314,0.079488958480809,"TBX20",0.096264225692668,477
"MA1501.1",1.76961589629998,0.0767928089875133,"HOXB7",0.0934542177890455,478
"MA0891.1",1.79157029284358,0.0732034197925741,"GSC2",0.0892316195510789,479
"MA0083.3",1.83834085238848,0.0660136644567104,"SRF",0.0808640290389261,480
"MA0719.1",1.86764653418658,0.0618127419355111,"RHOXF1",0.0762186867502335,481
"MA1618.1",1.88176936669982,0.0598686823784551,"Ptf1a",0.0739437699574959,482
"MA0672.1",1.89192001714374,0.0585029610565085,"NKX2-3",0.0724970248308228,483
"MA0090.3",1.9273721014899,0.0539345059320747,"TEAD1",0.0670585690422129,484
"MA0149.1",1.93308654855042,0.0532267516992191,"EWSR1-FLI1",0.0662890764067069,485
"MA0508.3",1.95600285841003,0.0504659795743949,"PRDM1",0.0630613413107179,486
"MA0802.1",1.99749431568698,0.0457725885760262,"TBR1",0.0574854395247736,487
"MA0634.1",2.01518333492666,0.0438864840485973,"ALX3",0.0553964756349468,488
"MA1542.1",2.01528193725425,0.0438761558865878,"OSR1",0.0553964756349468,489
"MA1523.1",2.03304365417204,0.0420491132938689,"MSANTD3",0.0532574507932533,490
"MA1555.1",2.12828097962133,0.0333146166502308,"RXRB(var.2)",0.0425560000360825,491
"MA1646.1",2.13356568882047,0.0328791574814404,"OSR2",0.0420717864170746,492
"MA0780.1",2.14555156600523,0.03190957320176,"PAX3",0.0410423131181258,493
"MA0680.1",2.16248195843437,0.0305818176455884,"PAX7",0.039539057129305,494
"MA0776.1",2.18887143334505,0.0286069170239178,"MYBL1",0.0371790245641858,495
"MA0116.1",2.20447313082519,0.0274917824189039,"Znf423",0.0357920936902309,496
"MA1643.1",2.2687341601113,0.0232850980440063,"NFIB",0.0304748827032082,497
"MA0467.1",2.27107825856482,0.023142841675325,"Crx",0.0303419330224824,498
"MA0889.1",2.29770635662562,0.0215790746993016,"GBX1",0.0283415312071814,499
"MA0734.2",2.36208672959625,0.0181728745036799,"GLI2",0.0243830294599735,500
"MA1468.1",2.3705770096545,0.017760821801476,"ATOH7",0.0238731046196416,501
"MA1654.1",2.38462964637558,0.0170967818746315,"ZNF16",0.0230220203582584,502
"MA1645.1",2.43857925395629,0.014745529148145,"NKX2-2",0.0199278346820945,503
"MA0154.4",2.476875815037,0.0132541676798584,"EBF1",0.0179448440819862,504
"MA0801.1",2.491660225137,0.0127151149692013,"MGA",0.0172463195764075,505
"MA0610.1",2.54888567481953,0.0108070805559467,"DMRT3",0.0147387241220042,506
"MA0890.1",2.57052362087053,0.0101547815518174,"GBX2",0.0138999395186345,507
"MA0731.1",2.77374694761974,0.0055416451734667,"BCL6B",0.00768413996172149,508
"MA0691.1",2.79463264176317,0.00519603144407615,"TFAP4",0.00723179003224032,509
"MA0883.1",2.80902874965218,0.00496927451605019,"Dmbx1",0.00694209511043715,510
"MA1496.1",2.81439070137164,0.00488713041778994,"HOXA4",0.00684014876486172,511
"MA1497.1",2.8328219596293,0.00461405131813218,"HOXA6",0.00647007947993724,512
"MA0803.1",2.90177386817232,0.00371068019262162,"TBX15",0.00526267571044815,513
"MA0894.1",3.02558091680141,0.00248164166474289,"HESX1",0.00355336791151286,514
"MA0826.1",3.04240418211941,0.00234704354799755,"OLIG1",0.00336710478231956,515
"MA1642.1",3.06517942105091,0.00217546645549648,"NEUROG2(var.2)",0.00313300767529029,516
"MA0888.1",3.10876553801826,0.00187877096427429,"EVX2",0.00271095384786968,517
"MA0106.3",3.14120454091603,0.00168260186331024,"TP53",0.00243732231073677,518
"MA0461.2",3.14200241289762,0.0016780239081378,"Atoh1",0.00243541991336731,519
"MA0863.1",3.17529069490006,0.00149691580657707,"MTF1",0.00218105310880175,520
"MA0827.1",3.1861488403646,0.00144185385174372,"OLIG3",0.00210493732563761,521
"MA1529.1",3.2540603634339,0.00113772062785205,"NHLH2",0.00167735096517318,522
"MA1549.1",3.27750823956292,0.00104731356209083,"POU6F1(var.2)",0.00155327220143093,523
"MA0616.2",3.28371295890695,0.00102452811587983,"HES2",0.00152250592519194,524
"MA1570.1",3.2916078554614,0.000996199372242722,"TFAP4(var.2)",0.00148336273791032,525
"MA0861.1",3.345081885602,0.00082261228580296,"TP73",0.00122979712466735,526
"MA0813.1",3.377893999368,0.000730458568163223,"TFAP2B(var.3)",0.00109422106797141,527
"MA0161.2",3.39322486419348,0.000690774037662203,"NFIC",0.00103685600019317,528
"MA0809.2",3.40863575808625,0.00065290957753324,"TEAD4",0.000983980898666256,529
"MA1657.1",3.42080354531199,0.000624386911526103,"ZNF652",0.000942900072871403,530
"MA0597.1",3.43228268556625,0.000598545163143992,"THAP1",0.000905709313804093,531
"MA0690.1",3.44853416752657,0.000563658857709933,"TBX21",0.000856394109677413,532
"MA1581.1",3.53323175845533,0.000410527775373576,"ZBTB6",0.000628857742153363,533
"MA1567.1",3.56412001453476,0.000365092699997909,"TBX6",0.000560409782301317,534
"MA1530.1",3.56639827198135,0.0003619349108806,"NKX6-3",0.000556708130962737,535
"MA1109.1",3.58873239348096,0.000332302315904744,"NEUROD1",0.000512184974514337,536
"MA1110.1",3.59605754276427,0.000323088684803654,"NR1H4",0.000499014821663615,537
"MA0884.1",3.60801226331541,0.00030856372662817,"DUXA",0.000478562453356787,538
"MA1556.1",3.6336239467602,0.000279478838571386,"RXRG(var.2)",0.000435263493891971,539
"MA0104.4",3.68934665693076,0.000224839457228474,"MYCN",0.000352374443471516,540
"MA0630.1",3.78138021152641,0.000155967502381337,"SHOX",0.000245986800795936,541
"MA0654.1",3.78138021152641,0.000155967502381337,"ISX",0.000245986800795936,542
"MA0716.1",3.78138021152641,0.000155967502381337,"PRRX1",0.000245986800795936,543
"MA0717.1",3.78138021152641,0.000155967502381337,"RAX2",0.000245986800795936,544
"MA0720.1",3.78138021152641,0.000155967502381337,"Shox2",0.000245986800795936,545
"MA0003.4",3.79697366434527,0.000146479169318172,"TFAP2A",0.000234492404101623,546
"MA0595.1",3.8351869457105,0.00012547388351654,"SREBF1",0.000202167423549329,547
"MA1601.1",3.87836954392254,0.000105163162489331,"ZNF75D",0.000169808916054201,548
"MA0805.1",3.92655138342048,8.61760412079723e-05,"TBX1",0.000139451901824615,549
"MA0823.1",3.97420331911846,7.06181672162076e-05,"HEY1",0.000114773753253357,550
"MA1155.1",4.02710142605644,5.64710494826927e-05,"ZSCAN4",9.23846555133526e-05,551
"MA1121.1",4.02973114025191,5.58430368937495e-05,"TEAD2",9.15580341159058e-05,552
"MA0671.1",4.05654547345927,4.98059809288769e-05,"NFIX",8.20204454148834e-05,553
"MA0817.1",4.12686293406111,3.6776143231131e-05,"BHLHE23",6.11024562370239e-05,554
"MA0661.1",4.12821654708753,3.65603569959989e-05,"MEOX1",6.08795230335161e-05,555
"MA0618.1",4.13888284217508,3.4901625205907e-05,"LBX1",5.82474550416256e-05,556
"MA0596.1",4.18935909824166,2.79755632155496e-05,"SREBF2",4.67932066340807e-05,557
"MA1548.1",4.24398958967795,2.19590226558325e-05,"PLAGL2",3.69783993256232e-05,558
"MA0503.1",4.28701402444711,1.81098924519114e-05,"Nkx2-5(var.2)",3.05655650885201e-05,559
"MA0702.2",4.31416843684623,1.6021198826928e-05,"LMX1A",2.71016197843273e-05,560
"MA0135.1",4.32553165326759,1.52171263386696e-05,"Lhx3",2.57999460196534e-05,561
"MA1151.1",4.32832786545435,1.50252462610907e-05,"RORC",2.55326508218078e-05,562
"MA1553.1",4.33585231044206,1.45202969202904e-05,"RARG(var.3)",2.47309166724581e-05,563
"MA0793.1",4.40295249656078,1.06792442477614e-05,"POU6F2",1.82722848826376e-05,564
"MA1527.1",4.40469389301958,1.05938187171319e-05,"NFIC(var.2)",1.81677902597251e-05,565
"MA1575.1",4.43257206283128,9.3119853758524e-06,"THRB(var.2)",1.60432819639397e-05,566
"MA0066.1",4.44708904368413,8.70457763873135e-06,"PPARG",1.50663919222589e-05,567
"MA1566.1",4.46323621341492,8.07347036431544e-06,"TBX3",1.40065323064635e-05,568
"MA0674.1",4.46789433551388,7.89969783618408e-06,"NKX6-1",1.376029004621e-05,569
"MA0675.1",4.46789433551388,7.89969783618408e-06,"NKX6-2",1.376029004621e-05,570
"MA1519.1",4.46789433551388,7.89969783618408e-06,"LHX5",1.376029004621e-05,571
"MA0808.1",4.54221321201352,5.56693100145837e-06,"TEAD3",9.84106759973446e-06,572
"MA0818.1",4.56449825021552,5.0071432535516e-06,"BHLHE22",8.89364015987974e-06,573
"MA0892.1",4.57261663975668,4.81693771520071e-06,"GSX1",8.57621846190867e-06,574
"MA0783.1",4.58571695363053,4.52452643334872e-06,"PKNOX2",8.07487253415824e-06,575
"MA1100.2",4.59329867399785,4.36314604657156e-06,"ASCL1",7.84314927889732e-06,576
"MA0821.1",4.68082452678073,2.85737259571196e-06,"HES5",5.17378630194447e-06,577
"MA0623.2",4.71402756203779,2.42879733442316e-06,"NEUROG1",4.41922636946263e-06,578
"MA0601.1",4.74246578232356,2.11142847312183e-06,"Arid3b",3.90850034974909e-06,579
"MA1153.1",4.78007543882315,1.75238067840749e-06,"Smad4",3.26003986556605e-06,580
"MA0707.1",4.78385773652864,1.71970912476728e-06,"MNX1",3.20725751769098e-06,581
"MA0069.1",4.78425149443797,1.71634177673741e-06,"PAX6",3.20725751769098e-06,582
"MA0678.1",4.82351570747088,1.41056749755997e-06,"OLIG2",2.64392802306467e-06,583
"MA0815.1",4.89085005646603,1.00406472902001e-06,"TFAP2C(var.3)",1.90109717728155e-06,584
"MA0887.1",5.04293883070155,4.58459792883231e-07,"EVX1",8.83749368193516e-07,585
"MA1480.1",5.06373325196885,4.11146295104986e-07,"DPRX",7.96662691294337e-07,586
"MA0872.1",5.1893506923144,2.11039838309804e-07,"TFAP2A(var.3)",4.16496612114058e-07,587
"MA0662.1",5.2246752827965,1.7447036568917e-07,"MIXL1",3.45238442451249e-07,588
"MA0683.1",5.28760988101777,1.23931632514724e-07,"POU4F2",2.47200529026696e-07,589
"MA1108.2",5.38921200692137,7.07711847446978e-08,"MXI1",1.42690010323093e-07,590
"MA1587.1",5.50212930372208,3.75252589701792e-08,"ZNF135",7.69061626147079e-08,591
"MA1532.1",5.55160389734205,2.83076449681149e-08,"NR1D2",5.81749397967321e-08,592
"MA0130.1",5.56183536610563,2.66967166293375e-08,"ZNF354C",5.51682842257224e-08,593
"MA0068.2",5.57040061224294,2.54168826844536e-08,"PAX4",5.28161406200623e-08,594
"MA0705.1",5.57040061224294,2.54168826844536e-08,"Lhx8",5.28161406200623e-08,595
"MA1577.1",5.57040061224294,2.54168826844536e-08,"TLX2",5.28161406200623e-08,596
"MA0701.2",5.57040061224294,2.54168826844536e-08,"LHX9",5.28161406200623e-08,597
"MA0075.3",5.57040061224294,2.54168826844536e-08,"PRRX2",5.28161406200623e-08,598
"MA0668.1",5.59412892871825,2.21744995211986e-08,"NEUROD2",4.67293125503226e-08,599
"MA1565.1",5.76768758368444,8.03713253528014e-09,"TBX18",1.72290254922959e-08,600
"MA0874.1",5.78826181186801,7.11227188839719e-09,"Arx",1.53789995036067e-08,601
"MA0607.1",5.78864022856596,7.09627026147339e-09,"Bhlha15",1.53789995036067e-08,602
"MA0072.1",5.85192897306957,4.85933150929485e-09,"RORA(var.2)",1.05686918540349e-08,603
"MA1463.1",5.86074137685213,4.60832764843623e-09,"ARGFX",1.00520831161796e-08,604
"MA0886.1",5.87746444289906,4.16623274808648e-09,"EMX2",9.11439774214814e-09,605
"MA0819.1",5.94293465798866,2.79981069120479e-09,"CLOCK",6.16123532636806e-09,606
"MA1576.1",6.0283604097079,1.65641502446748e-09,"THRB(var.3)",3.67763573884744e-09,607
"MA0879.1",6.1121865053146,9.82813672746128e-10,"Dlx1",2.18859402945854e-09,608
"MA0738.1",6.128425853613,8.87582955820002e-10,"HIC2",1.98244576359797e-09,609
"MA0718.1",6.15730945799703,7.39958273421318e-10,"RAX",1.66770051955379e-09,610
"MA0673.1",6.22046801617929,4.95705413802156e-10,"NKX2-8",1.124000725521e-09,611
"MA0737.1",6.23717574559081,4.45569567823426e-10,"GLIS3",1.01339907803743e-09,612
"MA0494.1",6.34005246056542,2.29701707938827e-10,"Nr1h3::Rxra",5.28881092970263e-10,613
